报告期,2017-12-31,2016-12-31,2015-12-31,2014-12-31
报表类型,年报,年报,年报,年报
经营业务所得之现金流入净额,257.251,210.033,198.775,179.78
投资活动之现金流入净额,-131.002,-207.135,26.205,12.417
融资活动之现金流入净额,60.9,-1.33,-219.143,-134.296
现金及现金等价物增加,187.149,1.568,5.837,57.901
会计年初之现金及现金等价物,105.874,104.306,98.469,40.568
会计年终之现金及现金等价物,293.023,105.874,104.306,98.469
外汇兑换率变动之影响,--,--,--,--
购置固定资产款项,-59.446,-61.142,-51.77,-42.102
币种,人民币,人民币,人民币,人民币
