报告期,2017-12-31,2016-12-31,2015-12-31
报表类型,年报,年报,年报
经营业务所得之现金流入净额,7.151,11.779,12.549
投资活动之现金流入净额,-9.135,-7.867,4.354
融资活动之现金流入净额,24.698,-5.791,-12.629
现金及现金等价物增加,22.714,-1.879,4.274
会计年初之现金及现金等价物,14.764,16.486,10.587
会计年终之现金及现金等价物,36.376,14.764,16.486
外汇兑换率变动之影响,-1.102,0.157,1.625
购置固定资产款项,-2.026,-3.02,-4.62
币种,马来西亚，林吉特,马来西亚，林吉特,马来西亚，林吉特
