报告期,2003-12-31,2002-12-31,2001-12-31
报表类型,年报,年报,年报
经营业务所得之现金流入净额,1.374,18.895,-5.738
投资活动之现金流入净额,-0.006,-0.024,0.074
融资活动之现金流入净额,-0.132,-4.935,0.803
现金及现金等价物增加,1.236,13.936,-4.861
会计年初之现金及现金等价物,18.744,4.808,9.669
会计年终之现金及现金等价物,19.98,18.744,4.808
外汇兑换率变动之影响,--,--,--
购置固定资产款项,-0.014,-0.04,-0.003
币种,港币,港币,港币
