报告期,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30,2013-12-31,2013-06-30
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
营业额,31257,48071,21649.211,74103.929,44886.474,84505.413,40345.945,55448.813
除税前盈利/(亏损),464,806,-424.777,1761.332,702.894,589.508,505.088,-697.264
税项,-52,38,-98.179,-374.6,-141.753,9.792,39.804,-24.386
除税后盈利/(亏损),412,844,-522.956,1386.732,561.141,599.3,544.892,-721.65
少数股东权益,,,,,,,,
股东应占盈利/(亏损),412,844,-522.956,1386.732,561.141,599.3,544.892,-721.65
股息,,,,203.13,,,,
除税及股息后盈利/(亏损),412,844,-522.956,1183.602,561.141,599.3,544.892,-721.65
基本每股盈利(仙),4.070000,8.300000,-5.170000,15.600000,6.410000,6.800000,6.220000,-8.200000
摊薄每股盈利(仙),4.070000,8.300000,-5.170000,14.700000,6.010000,6.500000,5.820000,-8.200000
每股股息(仙),--,--,--,2.000000,--,--,--,--
销售成本,-30043,-46058,-20984.644,-72205.909,-45056.702,-82739.399,-39452.284,-54243.441
折旧,-446,-941,-360.765,-566.544,-368.375,-305.658,-145.41,-277.329
销售及分销费用,-101,-290,-132.113,-226.339,-112.61,-298.173,-167.103,-542.938
一般及行政费用,-158,-318,-138.246,-287.096,-154.973,-266.941,-139.656,-379.56
利息费用/融资成本,-276,-672,-404.862,-655.231,-322.41,-205.265,-91.442,-188.288
毛利,1214,2013,664.567,1898.02,-170.228,1766.014,893.661,1205.372
经营盈利,464,806,-424.777,1761.332,702.894,589.508,505.088,-697.264
应占联营公司盈利,--,--,--,--,--,-0.132,-0.069,-0.87
币种,港币,港币,港币,港币,港币,港币,港币,港币
