报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
经营业务所得之现金流入净额,5208,5733,29084,12290,24053,7248,18253,4794
投资活动之现金流入净额,36670,2218,-2478,-7824,-7290,-6450,-10719,-2041
融资活动之现金流入净额,-30815,-15542,-16041,-8989,-11025,-2700,-13327,-6779
现金及现金等价物增加,11063,-7591,10565,-4523,5738,-1902,-5793,-4026
会计年初之现金及现金等价物,32530,32530,23409,23409,18625,18625,24485,24485
会计年终之现金及现金等价物,44995,25552,32530,18436,23409,16729,18625,20270
外汇兑换率变动之影响,1402,613,-1444,-450,-954,6,-67,-189
购置固定资产款项,-5296,-3338,-13955,-9645,-6733,-3217,-11159,-3288
币种,港币,港币,港币,港币,港币,港币,港币,港币
