报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
利息收入,39416.255,18117.209,32701.942,15964.161,28941.258,13453.806,23056.689,11304.574
利息支出,-19219.718,-8542.1,-14362.321,-7060.527,-14098.106,-6753.962,-11633.866,-5943.376
净利息收入,20196.537,9575.109,18339.621,8903.634,14843.152,6699.844,11422.823,5361.198
其他经营收入,-92.145,-109.147,11.676,17.05,307.229,107.183,405.495,122.88
经营收入,22508.325,10814.837,20918.409,10166.667,16977.1,7706.846,12748.053,6000.407
经营支出,-5830.139,-2543.043,-5763.036,-2758.943,-5435.251,-1945.188,-4216.671,-1834.834
总准备,-7202.558,-3482.035,-6486.913,-3125.18,-3656.836,-1806.925,-1197.245,-474.277
其他盈利/(亏损),0,0,144.065,,87.976,,76.377,
除税前盈利/(亏损),9612.764,4864.543,8812.525,4363.255,7972.989,4005.021,7410.514,3730.62
税项,-1801.016,-963.301,-1816.253,-918.447,-1760.915,-932.27,-1734.156,-890.379
除税后盈利/(亏损),7811.748,3901.242,6996.272,3444.808,6212.074,3072.751,5676.358,2840.241
少数股东权益,196.864,120.942,125.8,36.604,51.413,6.164,3.623,1.552
股东应占盈利/(亏损),7614.884,3780.3,6870.472,3408.204,6160.661,3066.587,5672.735,2838.689
股息,1381,,687.298,,1766.06,,1679.987,
除税及股息后盈利/(亏损),6233.884,3780.3,6183.174,3408.204,4394.601,3066.587,3992.748,2838.689
基本每股营利(仙),66.000000,34.000000,62.000000,31.000000,56.000000,28.000000,51.000000,26.000000
摊薄每股盈利(仙),66.000000,34.000000,62.000000,31.000000,56.000000,28.000000,51.000000,26.000000
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
