报告期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30
报表类型,年报,三季报,中报,一季报,年报,三季报,中报,一季报
营业额,45349.943,34711.634,21773.102,10012.214,43034.731,33456.032,21287.287,10056.086
除税前盈利/(亏损),153.202,116.364,-33.915,-69.262,489.927,474.75,373.404,205.601
税项,-279.977,-291.579,133.224,15.397,40.514,-48.03,-53.76,-37.966
除税后盈利/(亏损),-126.775,-175.215,99.309,-53.865,530.441,426.72,319.644,167.635
少数股东权益,62.548,46.801,32.557,18.425,-4.643,-1.497,-10.138,-5.312
股东应占盈利/(亏损),-189.323,-222.016,66.752,-72.29,535.084,428.217,329.782,172.947
股息,399.284,,85.434,,378.375,,85.948,
除税及股息后盈利/(亏损),-588.607,-222.016,-18.682,-72.29,156.709,428.217,243.834,172.947
基本每股盈利(仙),-1.670000,-1.990000,0.610000,-0.660000,4.860000,3.880000,2.990000,1.570000
摊薄每股盈利(仙),-1.670000,-1.990000,0.610000,-0.660000,4.860000,3.880000,2.980000,1.560000
每股股息(仙),26.500000,--,6.000000,--,26.500000,--,0.773610,--
销售成本,-39077.812,-29983.469,-18795.968,-8647.602,-36929.215,-28719.011,-18145.558,-8521.603
折旧,-259.121,-192.082,-124.905,-62.383,-269.107,-206.09,-139.22,-69.361
销售及分销费用,-2833.253,-2201.641,-1460.671,-665.027,-2680.631,-2022.356,-1295.687,-589.021
一般及行政费用,-1757.319,-1300.804,-847.837,-460.528,-1851.99,-1342.544,-896.769,-458.591
利息费用/融资成本,-263.16,-191.339,-131.574,-72.044,-231.627,-164.239,-111.208,-55.477
毛利,6272.131,4728.165,2977.134,1364.612,6105.516,4737.021,3141.729,1534.483
经营盈利,386.723,286.031,81.57,-6.113,672.348,598.498,460.49,245.101
应占联营公司盈利,-2.506,-2.896,-1.57,-0.293,-2.192,22.766,12.519,9.837
币种,美元,美元,美元,美元,美元,美元,美元,美元
