报告期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30
报表类型,一季报,年报,三季报,中报,一季报,年报,三季报,中报
营业额,82.506354,375.90653,248.403719,157.551363,67.174593,389.278236,302.121679,209.435809
除税前盈利/(亏损),-7.540511,-20.456968,-11.259172,-5.028489,-3.09901,9.445884,14.876124,10.201969
税项,,-0.826716,-0.858545,-0.6912,-0.339538,-4.496331,-2.585159,-1.62037
除税后盈利/(亏损),-7.540511,-21.283684,-12.117717,-5.719689,-3.438548,4.949553,12.290965,8.581599
少数股东权益,-0.675735,-7.531632,0.800356,0.085837,-0.49941,-1.02116,-0.096107,-0.158967
股东应占盈利/(亏损),-6.864776,-13.752052,-12.918073,-5.805526,-2.939138,5.970713,12.387072,8.740566
股息,,,,,,,,
除税及股息后盈利/(亏损),-6.864776,-13.752052,-12.918073,-5.805526,-2.939138,5.970713,12.387072,8.740566
基本每股盈利(仙),-0.403000,-82.000000,-0.783000,-0.358000,-0.184000,0.370000,0.777000,0.548000
摊薄每股盈利(仙),--,-82.000000,--,--,--,0.370000,--,--
每股股息(仙),--,--,--,--,--,--,--,--
销售成本,-72.814151,-322.701103,-214.576627,-135.678168,-57.861749,-310.472561,-239.419582,-166.760945
折旧,--,-7.439934,--,-2.515352,--,-8.673011,--,-3.212814
销售及分销费用,-5.847389,-14.755804,-10.841508,-6.461881,-3.189721,-20.495906,-12.929199,-8.564906
一般及行政费用,--,-36.227996,--,--,--,-30.73978,--,--
利息费用/融资成本,-1.041724,-3.699137,-2.783152,-1.812667,-0.829176,-3.580769,-2.657416,-1.784017
毛利,9.692203,53.205427,33.827092,21.873195,9.312844,78.805675,62.702097,42.674864
经营盈利,-7.540511,-20.456968,-11.259172,-5.028489,-3.09901,9.445884,14.876124,10.201969
应占联营公司盈利,--,-5.303132,--,--,--,-3.915132,--,--
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
