报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
营业额,18085.247,8263.585,15099.076,6951.773,12639.332,5577.12,11131.532,4983.637
除税前盈利/(亏损),4288.231,2080.166,3642.947,1753.794,2886.901,1353.9,2543.347,1146.666
税项,-528.28,-294.768,-695.267,-303.763,-532.059,-233.637,-476.717,-202.445
除税后盈利/(亏损),3759.951,1785.398,2947.68,1450.031,2354.842,1120.263,2066.63,944.221
少数股东权益,-2.77,-13.266,0.007,0.135,0.178,-0.1,0.763,0.321
股东应占盈利/(亏损),3762.721,1798.664,2947.673,1449.896,2354.664,1120.363,2065.867,943.9
股息,1830.948,903.174,1595.287,,1254.128,,1103.671,
除税及股息后盈利/(亏损),1931.773,895.49,1352.386,1449.896,1100.536,1120.363,962.196,943.9
基本每股盈利(仙),258.000000,127.000000,211.000000,104.000000,168.000000,80.000000,148.000000,67.000000
摊薄每股盈利(仙),253.000000,122.000000,202.000000,99.000000,162.000000,77.000000,145.000000,67.000000
每股股息(仙),145.000000,70.000000,1.070000,--,90.000000,--,79.000000,--
销售成本,-12413.947,-5647.242,-10189.636,-4735.992,-8790.416,-3940.068,-7904.911,-3581.153
折旧,-751.125,-366.15,-639.818,-298.533,-492.045,-237.682,-415.749,-203.702
销售及分销费用,-469.833,-214.045,-353.693,-166.456,-255.494,-115.42,-247.957,-101.156
一般及行政费用,-1231.175,-592.312,-1102.797,-519.965,-962.064,-452.231,-792.868,-394.647
利息费用/融资成本,-123.016,-66.521,-119.834,-53.724,-98.733,-43.859,-46.442,-3.539
毛利,5671.3,2616.343,4909.44,2215.781,3848.916,1637.052,3226.621,1402.484
经营盈利,4288.231,2080.166,3642.947,1753.794,2886.901,1353.9,2543.347,1146.666
应占联营公司盈利,3.678,1.551,2.496,0.993,-0.957,-1.615,-0.846,--
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
