报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
经营业务所得之现金流入净额,1461,849,878,334,499,73,-63,-123
投资活动之现金流入净额,-125,-220,-156,-4,-754,-392,-1011,-206
融资活动之现金流入净额,-260,-28,-339,-67,204,167,859,78
现金及现金等价物增加,1077,602,383,263,-50,-152,-214,-251
会计年初之现金及现金等价物,1296,1296,974,974,1103,1103,1364,1364
会计年终之现金及现金等价物,2497,1932,1296,1222,974,951,1103,1068
外汇兑换率变动之影响,125,34,-61,-15,-78,-1,-47,-46
购置固定资产款项,-239,-29,-12,-5,-165,-118,-184,-88
币种,港币,港币,港币,港币,港币,港币,港币,港币
