报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
经营业务所得之现金流入净额,25.731,10.317,2.761,0.44,-10.014,-6.158,-29.673,-14.056
投资活动之现金流入净额,-18.686,-6.195,-1.53,-0.994,-8.572,-4.056,-0.625,-2.707
融资活动之现金流入净额,-1.661,-3.986,-0.579,3.109,15.202,7.34,12.378,3.807
现金及现金等价物增加,5.384,0.136,0.652,2.555,-3.384,-2.874,-17.92,-12.956
会计年初之现金及现金等价物,0.966,0.966,0.377,0.377,3.789,3.789,21.837,21.837
会计年终之现金及现金等价物,6.471,1.134,0.966,2.985,0.377,0.901,3.789,8.789
外汇兑换率变动之影响,0.121,0.032,-0.063,0.053,-0.028,-0.014,-0.128,-0.092
购置固定资产款项,-20.816,-7.28,-2.806,-1.485,-8.432,-4.028,-2.809,-4.059
币种,美元,美元,美元,美元,美元,美元,美元,美元
