报告期,2017-10-31,2017-04-30,2016-10-31,2016-04-30,2015-10-31,2015-04-30,2014-10-31,2014-04-30
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
经营业务所得之现金流入净额,23.682,-10.398,-12.257,23.51,20.854,10.63,-1.616,1.366
投资活动之现金流入净额,0.14,27.62,-14.374,-18.652,-0.005,2.973,0.165,-2.762
融资活动之现金流入净额,-0.006,-0.035,-0.012,22.226,-15.001,6.602,3,-2.8
现金及现金等价物增加,23.816,17.187,-26.643,27.084,5.848,20.205,1.549,-4.196
会计年初之现金及现金等价物,67.025,49.838,49.838,22.754,22.754,2.549,2.549,6.745
会计年终之现金及现金等价物,90.841,67.025,23.195,49.838,28.602,22.754,4.098,2.549
外汇兑换率变动之影响,--,--,--,--,--,--,--,--
购置固定资产款项,--,-0.116,--,-0.011,-0.115,-0.493,-0.11,--
币种,港币,港币,港币,港币,港币,港币,港币,港币
