报告期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30
报表类型,一季报,年报,三季报,中报,一季报,年报,三季报,中报
营业额,11.123271,380.960322,277.274994,263.720554,196.734536,2399.113013,1995.969758,1401.936852
除税前盈利/(亏损),-8.446765,-19.953726,-11.517194,-5.321514,-2.068135,-232.964326,-233.374008,5.154168
税项,,0.011163,-0.012639,-0.348639,-0.374865,-0.880361,-1.023113,-0.485592
除税后盈利/(亏损),-8.446765,-19.942563,-11.529833,-5.670153,-2.443,-233.844687,-234.397121,4.668576
少数股东权益,-0.059843,-0.172357,-0.115789,0.036531,-0.010128,0.156847,0.554032,0.35512
股东应占盈利/(亏损),-8.386922,-19.770206,-11.414044,-5.706684,-2.432872,-234.001534,-234.951153,4.313456
股息,,,,,,,,
除税及股息后盈利/(亏损),-8.386922,-19.770206,-11.414044,-5.706684,-2.432872,-234.001534,-234.951153,4.313456
基本每股盈利(仙),-1.858000,-4.713000,-2.793000,-1.474000,-0.647000,-62.181000,-6.243100,0.115000
摊薄每股盈利(仙),-1.858000,-4.713000,-2.793000,-1.474000,-0.647000,-62.181000,-6.243100,0.115000
每股股息(仙),--,--,--,--,--,--,--,--
销售成本,-9.364362,-369.634249,-267.240011,-254.091183,-192.163669,-2381.299603,-1983.993799,-1391.028747
折旧,--,-3.492309,--,-1.931154,--,-13.759749,--,-7.651724
销售及分销费用,-0.863684,-4.064191,-3.198299,-2.113439,-0.948623,-7.48786,-5.85169,-4.279187
一般及行政费用,-9.045735,-25.537837,-17.728241,-12.190113,-5.747238,-35.567985,-24.847428,-17.493863
利息费用/融资成本,-0.245784,-0.786638,-0.579738,-0.473748,-0.061842,-0.647613,-0.54602,-0.436149
毛利,1.758909,11.326073,10.034983,9.629371,4.570867,17.81341,11.975959,10.908105
经营盈利,-8.446765,-19.953726,-11.517194,-5.321514,-2.068135,-232.964326,-233.374008,5.154168
应占联营公司盈利,--,--,--,--,--,--,--,--
币种,港币,港币,港币,港币,港币,港币,港币,港币
