报告期,2017-12-31,2016-12-31,2015-12-31
报表类型,年报,年报,年报
经营业务所得之现金流入净额,54.656,57.055,85.72
投资活动之现金流入净额,-71.848,-51.747,-33.65
融资活动之现金流入净额,-129.176,-8.22,-0.002
现金及现金等价物增加,-146.368,-2.912,52.068
会计年初之现金及现金等价物,216.358,219.27,167.202
会计年终之现金及现金等价物,69.99,216.358,219.27
外汇兑换率变动之影响,--,--,--
购置固定资产款项,-73.338,-49.872,-32.363
币种,港币,港币,港币
