报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
营业额,23109.961,8725.064,16206.451,5699.121,13638.163,4039.646,10418.948,2267.229
除税前盈利/(亏损),5288.181,1342.214,3160.575,963.749,2621.312,696.18,2234.813,514.564
税项,-1947.271,-543.564,-1178.176,-435.869,-1070.244,-234.268,-881.131,-103.309
除税后盈利/(亏损),3340.91,798.65,1982.399,527.88,1551.068,461.912,1353.682,411.255
少数股东权益,673.756,300.843,27.379,-21.729,130.478,6.31,74.656,-3.549
股东应占盈利/(亏损),2667.154,497.807,1955.02,549.609,1420.59,455.602,1279.026,414.804
股息,759.708,,542.841757,,269.374,,247.135,
除税及股息后盈利/(亏损),1907.446,497.807,1412.178243,549.609,1151.216,455.602,1031.891,414.804
基本每股盈利(仙),151.000000,29.000000,113.000000,32.000000,82.000000,26.000000,74.000000,24.000000
摊薄每股盈利(仙),145.000000,29.000000,107.000000,30.000000,74.000000,25.000000,72.000000,24.000000
每股股息(仙),41.430000,--,31.510000,--,15.630000,--,14.340000,--
销售成本,-16660.052,-6424.463,-11956.202,-4200.569,-10091.717,-3002.763,-7232.639,-1488.099
折旧,-128.656,-74.287,-90.013,-45.533,-78.896,-38.229,-61.514,-29.285
销售及分销费用,-622.915,-366.262,-657.499,-195.667,-487.988,-137.753,-483.398,-163.069
一般及行政费用,-732.284,-326.543,-537.144,-214.386,-342.988,-149.972,-304.343,-123.989
利息费用/融资成本,-400.874,-174.008,-239.857,-123.127,-175.131,-84.786,-231.959,-53.28
毛利,6449.909,2300.601,4250.249,1498.552,3546.446,1036.883,3186.309,779.13
经营盈利,5288.181,1342.214,3160.575,963.749,2621.312,696.18,2234.813,514.564
应占联营公司盈利,224.622,-2.096,66.09,-5.317,-0.298,-0.091,4.16,1.888
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
