报告期,2017-03-31,2016-03-31,2015-03-31
报表类型,年报,年报,年报
经营业务所得之现金流入净额,-18.793,49.809,2.947
投资活动之现金流入净额,-3.568,-2.932,-2.127
融资活动之现金流入净额,50.123,-43.115,-5.577
现金及现金等价物增加,27.762,3.762,-4.757
会计年初之现金及现金等价物,7.307,3.545,8.302
会计年终之现金及现金等价物,35.411,7.307,3.545
外汇兑换率变动之影响,0.342,--,--
购置固定资产款项,-0.04,-0.555,-0.397
币种,人民币,人民币,人民币
