报告期,2017-09-30,2017-03-31,2016-09-30,2016-03-31,2015-03-31
报表类型,中报,年报,中报,年报,年报
经营业务所得之现金流入净额,-11.482,-25.765,-7.714,2.196,0.545
投资活动之现金流入净额,-0.065,-4.383,2.949,-0.014,-0.024
融资活动之现金流入净额,6.603,60.232,16.579,-1.224,0.716
现金及现金等价物增加,-4.944,30.084,11.814,0.958,1.237
会计年初之现金及现金等价物,36.264,6.18,7.209,5.222,3.985
会计年终之现金及现金等价物,31.32,36.264,19.023,6.18,5.222
外汇兑换率变动之影响,--,--,--,--,--
购置固定资产款项,-0.74,-0.152,-0.78,-0.037,-0.084
币种,港币,港币,港币,港币,港币
