报告期,2017-09-30,2017-03-31,2016-09-30,2016-03-31,2015-09-30,2015-03-31,2014-09-30,2014-03-31
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
经营业务所得之现金流入净额,74.898,11.473,16.121,84.256,86.907,-194.01,-174.49,36.91
投资活动之现金流入净额,-181.688,10.154,-119.624,212.851,244.013,-126.486,49.787,187.781
融资活动之现金流入净额,0,-41.429,-41.429,-67.978,-57.088,-10.897,30.826,-161.245
现金及现金等价物增加,-106.79,-19.802,-144.932,229.129,273.832,-331.393,-93.877,63.446
会计年初之现金及现金等价物,255.201,286.69,286.69,80.493,80.493,411.886,411.886,340.022
会计年终之现金及现金等价物,153.873,255.201,138.377,286.69,339.316,80.493,318.009,411.886
外汇兑换率变动之影响,5.462,-11.687,-3.381,-22.932,-15.009,--,--,8.418
购置固定资产款项,-0.002,-0.369,-0.348,-1.089,-0.185,-2.791,-0.75,-2.304
币种,港币,港币,港币,港币,港币,港币,港币,港币
