报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
经营业务所得之现金流入净额,25.384,-71.747,-145.135,-96.933,-9.507,-72.236,-15.265,-63.612
投资活动之现金流入净额,14.171,-7.073,-32.17,7.927,-19.373,-53.334,-1.091,-91.64
融资活动之现金流入净额,0,-44.803,32.996,207.276,-9.449,164.7,79.7,96.467
现金及现金等价物增加,39.555,-123.623,-144.309,118.27,-38.329,39.13,63.344,-58.785
会计年初之现金及现金等价物,91.279,216.093,216.093,100.878,100.878,62.025,62.025,120.984
会计年终之现金及现金等价物,112.985,91.279,60.937,216.093,58.788,100.878,125.295,62.025
外汇兑换率变动之影响,-17.849,-1.191,-10.847,-3.055,-3.761,-0.277,-0.074,-0.174
购置固定资产款项,--,-17.728,--,-24.193,--,-0.568,--,-5.662
币种,港币,港币,港币,港币,港币,港币,港币,港币
