报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
经营业务所得之现金流入净额,236.15,-88.318,848.337,594.958,733.157,374.593,810.739,269.852
投资活动之现金流入净额,-528.738,-313.615,-40.868,-170.501,17.503,-155.254,-609.918,-485.387
融资活动之现金流入净额,174.932,318.959,-542.671,-322.176,-725.41,-219.95,-365.628,-6.159
现金及现金等价物增加,-117.656,-82.974,264.798,102.281,25.25,-0.611,-164.807,-221.694
会计年初之现金及现金等价物,592.175,592.175,327.377,327.377,302.127,302.127,466.934,466.934
会计年终之现金及现金等价物,474.519,509.201,592.175,429.658,327.377,301.516,302.127,245.24
外汇兑换率变动之影响,--,--,--,--,--,--,--,--
购置固定资产款项,-337.142,-73.367,-175.804,-66.559,-143.308,-71.503,-293.017,-203.166
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
