报告期,2017-12-31,2016-12-31,2015-12-31
报表类型,年报,年报,年报
经营业务所得之现金流入净额,-0.625,7.891,2.907
投资活动之现金流入净额,-0.042,-0.096,-0.286
融资活动之现金流入净额,7.483,-5.032,-1.329
现金及现金等价物增加,6.816,2.763,1.292
会计年初之现金及现金等价物,7.015,4.252,2.96
会计年终之现金及现金等价物,13.82,7.015,4.252
外汇兑换率变动之影响,-0.011,--,--
购置固定资产款项,-0.055,-0.144,-0.286
币种,新加坡元,新加坡元,新加坡元
