报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31
报表类型,年报,中报,年报,中报,年报
经营业务所得之现金流入净额,-4.19,-2.452,10.075,9.138,6.165
投资活动之现金流入净额,-31.313,-0.819,-0.203,-0.071,-7.843
融资活动之现金流入净额,48.794,59.538,-5.338,14.665,7.333
现金及现金等价物增加,13.291,56.267,4.534,23.732,5.655
会计年初之现金及现金等价物,11.329,11.329,6.795,6.795,1.14
会计年终之现金及现金等价物,24.62,67.596,11.329,30.527,6.795
外汇兑换率变动之影响,--,--,--,--,--
购置固定资产款项,-31.395,-0.821,-0.334,-0.071,-13.371
币种,港币,港币,港币,港币,港币
