报告期,2017-03-31,2016-03-31,2015-03-31
报表类型,年报,年报,年报
经营业务所得之现金流入净额,81.135,12.896,25.021
投资活动之现金流入净额,0.712,-8.451,-9.511
融资活动之现金流入净额,-52.654,-5.643,-4.597
现金及现金等价物增加,29.193,-1.198,10.913
会计年初之现金及现金等价物,7.482,8.68,-2.233
会计年终之现金及现金等价物,36.675,7.482,8.68
外汇兑换率变动之影响,--,--,--
购置固定资产款项,-7.471,-5.518,-6.841
币种,港币,港币,港币
