报告期,2017-12-31,2016-12-31,2015-12-31,2014-12-31
报表类型,年报,年报,年报,年报
经营业务所得之现金流入净额,706.135,480.551,443.786,438.55
投资活动之现金流入净额,119.693,-572.803,-550.45,-362.586
融资活动之现金流入净额,2175.372,-34.469,148.437,-5.788
现金及现金等价物增加,3001.2,-126.721,41.773,70.176
会计年初之现金及现金等价物,247.133,373.854,332.081,261.905
会计年终之现金及现金等价物,3243.144,247.133,373.854,332.081
外汇兑换率变动之影响,-5.189,--,--,--
购置固定资产款项,-112.607,-285.224,-339.448,-214.979
币种,人民币,人民币,人民币,人民币
