报告期,2017-12-31,2016-12-31,2015-12-31
报表类型,年报,年报,年报
经营业务所得之现金流入净额,-4163.479,-2479.62,-1060.816
投资活动之现金流入净额,-190.027,-37.737,-29.095
融资活动之现金流入净额,4634.202,2604.294,1051.066
现金及现金等价物增加,280.696,86.937,-38.845
会计年初之现金及现金等价物,289.889,200.202,238.409
会计年终之现金及现金等价物,568.196,289.889,200.202
外汇兑换率变动之影响,-2.389,2.75,0.638
购置固定资产款项,-39.899,-12.043,-18.5
币种,人民币,人民币,人民币
