报告期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-09-30,2016-06-30,2016-03-31
报表类型,一季报,年报,三季报,中报,一季报,三季报,中报,一季报
营业额,6360.46438408,20608,17860.27127678,10125,5274.9123074399995,14102.83717154,9004,3023.6958268000003
除税前盈利/(亏损),449.19035934,-9713,1174.64311297,-9882,107.39077635,-911.6761275900001,-969,-778.2048718200001
税项,-78.09255425,1425,52.82124643,1420,-6.0829955899999995,130.82523095,144,134.60497834
除税后盈利/(亏损),371.09780508999995,1258,1227.4643594000001,1084,101.30778076,-780.85089664,-825,-643.59989348
少数股东权益,-5.66613541,-84,-54.86836006,-57,16.73935141,21.43347148,4,16.7238255
股东应占盈利/(亏损),376.7639405,1342,1282.3327194600001,1141,84.56842934999999,-802.28436812,-829,-660.32371898
股息,,1559,,,,,,
除税及股息后盈利/(亏损),376.7639405,-217,1282.3327194600001,1141,84.56842934999999,-802.28436812,-829,-660.32371898
基本每股盈利(仙),5.000000,18.000000,17.000000,15.000000,1.100000,-10.000000,-11.000000,-9.000000
摊薄每股盈利(仙),5.000000,18.000000,17.000000,15.000000,1.100000,-10.000000,-11.000000,-9.000000
每股股息(仙),--,20.000000,--,--,--,--,--,--
销售成本,-4749.40866264,-16303,-14033.68260992,-8298,-3871.60739967,-10520.55778573,-6780,-2224.6348759099997
折旧,--,-664,--,-353,--,--,-362,--
销售及分销费用,-504.14015586,-2180,-1856.23496934,-1099,-409.20029752999994,-1522.99884522,-1050,-540.21434132
一般及行政费用,-497.39564429,-10487,-1295.59138871,-9546,-407.82587632999997,-1425.52341185,-1388,-497.18460672000003
利息费用/融资成本,-260.81883014,-1443,-1368.65954179,-905,-350.0603367,-997.0005635900001,-924,-481.32529456
毛利,1611.05572144,4305,3826.58866686,1827,1403.30490777,3488.80731778,2224,765.00278065
经营盈利,438.66573802,-8380,1137.13423852,-8977,46.98834653,-1006.1073238600001,-317,-854.1193795199999
应占联营公司盈利,25.272594809999998,110,34.674676149999996,--,--,--,2,--
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
