报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
营业额,166044.963,87199.418,164068.528,78149.549,148074.399,64848.644,119996.98,54275.298
除税前盈利/(亏损),63419.299,32870.356,57101.801,28761.98,48823.124,23556.136,43667.361,20555.872
税项,-21277.184,-10383.437,-18711.025,-8543.516,-14772.254,-6839.247,-15462.002,-6798.416
除税后盈利/(亏损),42142.115,22486.919,38390.776,20218.464,34050.87,16716.889,28205.359,13757.456
少数股东权益,1375.28,832.445,1370.138,532.934,738.787,399.651,525.199,173.825
股东应占盈利/(亏损),40766.835,21654.474,37020.638,19685.53,33312.083,16317.238,27680.16,13583.631
股息,8764.962,3834.671,8436.276,3834.671,9104.603,1972.116,5085.998,1634.795
除税及股息后盈利/(亏损),32001.873,17819.803,28584.362,15850.859,24207.48,14345.122,22594.162,11948.836
基本每股盈利(仙),372.000000,198.000000,364.000000,200.000000,361.000000,190.000000,339.000000,166.000000
摊薄每股盈利(仙),372.000000,198.000000,364.000000,200.000000,361.000000,190.000000,339.000000,166.000000
每股股息(仙),80.000000,35.000000,77.000000,35.000000,61.000000,20.000000,55.000000,20.000000
销售成本,-109272.364,-59178.892,-113073.759,-52676.176,-97819.07,-40674.298,-78581.08,-36754.822
折旧,-192.453,-97.762,-346.706,-35.561,-83.666,-43.023,-107.34,-56.517
销售及分销费用,-2949.521,-1060.692,-3371.597,-998.802,-2182.176,-937.363,-1676,-529.366
一般及行政费用,-2848.693,-1234.531,-3179.742,-961.889,-2030.929,-1016.964,-1894.168,-961.651
利息费用/融资成本,-1393.544,-650.983,-2055.956,-293.213,-574.025,-282.084,-345.544,-240.704
毛利,54699.806,26595.423,45643.222,22039.206,42311.581,20910.209,41415.9,17520.476
经营盈利,62874.375,32131.355,57905.305,28312.905,45907.545,23294.303,42413.993,19690.965
应占联营公司盈利,1164.116,651.5,476.682,239.799,349.848,225.974,499.035,624.454
币种,港币,港币,港币,港币,港币,港币,港币,港币
