报告期,2017-09-30,2017-03-31,2016-09-30,2016-03-31,2015-09-30,2015-03-31,2014-09-30,2014-03-31
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
经营业务所得之现金流入净额,-37.414,17.292,71.074,-34.233,-33.971,28.587,-8.965,0.225
投资活动之现金流入净额,22.69,-0.172,-22.245,1.254,1.872,6.16,6.203,-5.773
融资活动之现金流入净额,1.5,-2.676,-4.176,3.781,-0.395,3.315,1.365,2.501
现金及现金等价物增加,-13.224,14.444,44.653,-29.198,-32.494,38.062,-1.397,-3.047
会计年初之现金及现金等价物,13.18,7.604,7.604,43.761,43.761,5.546,5.546,7.615
会计年终之现金及现金等价物,3.292,13.18,47.435,7.604,7.527,43.761,4.209,5.546
外汇兑换率变动之影响,3.336,-8.868,-4.822,-6.959,-3.74,0.153,0.06,0.978
购置固定资产款项,-0.022,-0.338,--,-0.635,-0.008,-0.477,-0.38,-0.775
币种,港币,港币,港币,港币,港币,港币,港币,港币
