报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-06-30,2013-06-30
报表类型,中报,年报,中报,年报,中报,年报,年报,年报
经营业务所得之现金流入净额,11.544,22.318,-5.484,25.303,-8.752,55.235,41.346,38.97
投资活动之现金流入净额,-20.665,11.073,20.98,-55.594,-12.436,-31.903,-6.956,-5.798
融资活动之现金流入净额,-7.228,-6.315,-0.774,59.791,-36.945,-5.5,-31.3,-18.329
现金及现金等价物增加,-16.349,27.076,14.722,29.5,-58.133,17.832,3.09,14.843
会计年初之现金及现金等价物,168.23,141.266,138.689,109.248,109.248,91.416,88.326,73.483
会计年终之现金及现金等价物,152.057,168.23,153.365,138.689,51.115,109.248,91.416,88.326
外汇兑换率变动之影响,0.176,-0.112,-0.046,-0.059,--,--,--,--
购置固定资产款项,-3.864,-12.714,-10.013,-2.705,-0.811,-4.691,-7.992,-5.869
币种,港币,港币,港币,港币,港币,港币,港币,港币
