报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31
报表类型,年报,中报,年报,中报,年报
经营业务所得之现金流入净额,22.816,6.032,11.672,-6.358,12.509
投资活动之现金流入净额,-23.703,-12.984,-21.872,-1.495,-1.8
融资活动之现金流入净额,0,0,-25.294,-14.185,33.604
现金及现金等价物增加,-0.887,-6.952,-35.494,-22.038,44.313
会计年初之现金及现金等价物,19.059,19.059,54.553,54.553,10.24
会计年终之现金及现金等价物,18.172,12.107,19.059,32.515,54.553
外汇兑换率变动之影响,--,--,--,--,--
购置固定资产款项,-7.572,-0.403,-2.08,-1.663,-1.814
币种,港币,港币,港币,港币,港币
