报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31
报表类型,年报,中报,年报,中报,年报,中报,年报,年报
经营业务所得之现金流入净额,796.554,930.268,-307.42,250.371,-503.174,-76.042,-254.156,1456.073
投资活动之现金流入净额,-107.127,-53.634,-84.377,-15.213,-29.458,-13.729,38.83,-82.816
融资活动之现金流入净额,-354.094,-110.782,-75.549,-9.127,1877.972,-69.898,-1117.335,-210.371
现金及现金等价物增加,335.333,765.852,-467.346,226.031,1345.34,-159.669,-1332.661,1162.886
会计年初之现金及现金等价物,1223.957,1223.957,1672.606,1672.606,320.902,320.902,1657.225,495.294
会计年终之现金及现金等价物,1556.406,1984.398,1207.183,1898.638,1672.606,161.401,320.902,1657.225
外汇兑换率变动之影响,-2.884,-5.411,1.923,0.001,6.364,0.168,-3.662,-0.955
购置固定资产款项,-107.204,-52.707,-67.319,-5.883,-15.588,-10.665,-30.425,-85.672
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
