报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
经营业务所得之现金流入净额,4.997,-32.572,-15.439,18.181,-11.791,-14.764,14.33,16.673
投资活动之现金流入净额,-80.387,-8.584,-27.237,-20.296,-33.882,-18.381,-111.418,-96.457
融资活动之现金流入净额,170.054,8.168,-0.444,-1.666,61.223,13.157,1.717,-2.112
现金及现金等价物增加,94.664,-32.988,-43.12,-3.781,15.55,-19.988,-95.371,-81.896
会计年初之现金及现金等价物,79.312,79.312,121.851,121.851,108.056,108.056,204.014,204.014
会计年终之现金及现金等价物,174.435,47.52,79.312,118.841,121.851,86.139,108.056,123.1
外汇兑换率变动之影响,0.459,1.196,0.581,0.771,-1.755,-1.929,-0.587,0.982
购置固定资产款项,-9.249,--,-14.515,--,-30.709,--,-56.34,--
币种,港币,港币,港币,港币,港币,港币,港币,港币
