报告期,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31
报表类型,中报,年报,中报,年报,中报,年报,年报
经营业务所得之现金流入净额,3858.082,4085.333,2288.556,11841.939,974.46,-803.842,5270.671
投资活动之现金流入净额,-3976.681,-8908.54,-3587.355,-9903.854,-1617.946,-7917.087,-6443.891
融资活动之现金流入净额,1761.811,7796.677,-228.04,-584.297,-218.749,3613.43,-286.421
现金及现金等价物增加,1643.212,2973.47,-1526.839,1353.788,-862.235,-5107.499,-1459.641
会计年初之现金及现金等价物,9789.098,6815.628,6815.628,5461.84,5461.84,10569.339,12028.98
会计年终之现金及现金等价物,11342.604,9789.098,5288.789,6815.628,4599.605,5461.84,10569.339
外汇兑换率变动之影响,-89.706,--,--,--,--,--,--
购置固定资产款项,-5429.891,-10760.695,-5139.238,-9417.513,-1903.372,-9706.691,-5198.481
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币
