报告期,2017-09-30,2017-03-31,2016-09-30,2016-03-31,2015-09-30,2015-03-31,2014-03-31,2013-03-31
报表类型,中报,年报,中报,年报,中报,年报,年报,年报
经营业务所得之现金流入净额,-190.777,316.156,-233.208,7.902,188.986,-1126.208,1098.641,267.338
投资活动之现金流入净额,-154.641,-630.515,1.25,2052.279,-24.205,-42.309,-824.429,-903.105
融资活动之现金流入净额,431.071,1195.761,463.627,-1826.738,-302.786,1325.806,-291.424,726.68
现金及现金等价物增加,85.653,881.402,231.669,233.443,-138.005,157.289,-17.212,90.913
会计年初之现金及现金等价物,1357.233,475.831,475.831,242.388,242.388,84.95,102.162,11.249
会计年终之现金及现金等价物,1442.886,1357.233,707.5,475.831,104.383,242.239,84.95,102.162
外汇兑换率变动之影响,--,--,--,--,--,--,--,--
购置固定资产款项,-12.983,-97.226,-0.255,-1.354,-0.352,-235.157,-538.219,--
币种,港币,港币,港币,港币,港币,港币,港币,港币
