报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31
报表类型,年报,中报,年报,中报,年报,年报
经营业务所得之现金流入净额,-0.598,0.2,1.051,1.009,1.223,0.516
投资活动之现金流入净额,-1.209,-0.146,-0.325,-0.199,-0.482,-0.082
融资活动之现金流入净额,8.299,8.299,1.223,1.223,-0.48,-0.004
现金及现金等价物增加,6.492,8.353,1.949,2.033,0.261,0.43
会计年初之现金及现金等价物,3,3,1.051,1.051,0.79,0.36
会计年终之现金及现金等价物,9.492,11.353,3,3.084,1.051,0.79
外汇兑换率变动之影响,--,--,--,--,--,--
购置固定资产款项,-0.886,-0.004,-0.019,-0.015,-0.14,-0.021
币种,美元,美元,美元,美元,美元,美元
