报告期,2017-03-31,2016-03-31
报表类型,年报,年报
经营业务所得之现金流入净额,22.561,16.793
投资活动之现金流入净额,-4.149,-7.705
融资活动之现金流入净额,-22.648,-10.108
现金及现金等价物增加,-4.236,-1.02
会计年初之现金及现金等价物,9.349,10.369
会计年终之现金及现金等价物,5.113,9.349
外汇兑换率变动之影响,--,--
购置固定资产款项,-4.149,-7.815
币种,港币,港币
