报告期,2017-03-31,2016-03-31
报表类型,年报,年报
经营业务所得之现金流入净额,-6.586,29.409
投资活动之现金流入净额,-7.956,-4.047
融资活动之现金流入净额,-5.203,-12.598
现金及现金等价物增加,-19.745,12.764
会计年初之现金及现金等价物,52.027,39.263
会计年终之现金及现金等价物,32.282,52.027
外汇兑换率变动之影响,--,--
购置固定资产款项,-8.079,-4.237
币种,港币,港币
