报告期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30
报表类型,一季报,年报,三季报,中报,一季报,年报,三季报,中报
营业额,2822.5751,9455.680365,6990.321462,4669.035065,2295.677347,9201.297066,6266.289166,4065.387855
除税前盈利/(亏损),1355.712816,4713.822722,3850.101433,2533.98227,1172.992906,4417.275914,3268.824743,2096.320473
税项,-318.182335,-1029.003204,-872.905878,-580.981311,-272.151755,-980.13812,-758.789984,-490.137637
除税后盈利/(亏损),1037.530481,3684.819518,2977.195555,1953.000959,900.841151,3437.137794,2510.034759,1606.182836
少数股东权益,20.397027,96.957661,81.196836,53.340774,22.168203,91.073927,70.378421,46.363518
股东应占盈利/(亏损),1017.133454,3587.861857,2895.998719,1899.660185,878.672948,3346.063867,2439.656338,1559.819318
股息,,2217,,,,2115.85395,,
除税及股息后盈利/(亏损),1017.133454,1370.861857,2895.998719,1899.660185,878.672948,1230.209917,2439.656338,1559.819318
基本每股盈利(仙),20.190000,71.220000,57.490000,37.710000,17.440000,66.420000,48.430000,30.960000
摊薄每股盈利(仙),--,--,--,--,--,--,--,--
每股股息(仙),--,44.000000,--,--,--,42.000000,--,--
销售成本,-1298.214043,-4334.469882,-3037.00469,-2071.770067,-1044.912645,-4363.720292,-2674.017753,-1717.903623
折旧,--,-1355.067632,--,-120.210817,--,-210.217553,--,-106.537466
销售及分销费用,-2.500645,-11.891705,-9.747052,-8.647259,-1.7904,-26.762163,-15.526,-10.394668
一般及行政费用,-41.330035,-187.898191,-123.337931,-79.798689,-41.977339,-182.065269,-137.7913,-88.35919
利息费用/融资成本,-121.433923,-480.441961,-343.701447,-211.68315,-101.442322,-502.388296,-392.550993,-261.62674
毛利,1524.361057,5121.210483,3953.316772,2591.829005,1250.764702,4743.018156,3488.269112,2252.572178
经营盈利,1360.907492,4724.367413,3866.476504,2545.910076,1177.509868,4403.081185,3274.50934,2096.320473
应占联营公司盈利,81.723741,494.404818,370.19952,217.692115,84.729908,438.033337,299.425609,181.137925
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
