报告期,2017-09-30,2017-03-31,2016-09-30,2016-03-31,2015-09-30,2015-03-31,2014-09-30,2014-03-31
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
营业额,6283.454,12807.277,5469.124,14031.302,6964.909,15922.708,7542.358,19214.93
除税前盈利/(亏损),631.025,1250.015,535.485,1161.085,565.289,1982.818,987.905,2320.819
税项,-109.629,-223.047,-101.817,-199.631,-101.904,-362.19,-180.222,-453.545
除税后盈利/(亏损),521.396,1026.968,433.668,961.454,463.385,1620.628,807.683,1867.274
少数股东权益,1.032,10.13,4.638,2.762,-0.043,5.823,3.046,2.346
股东应占盈利/(亏损),520.364,1016.838,429.03,958.692,463.428,1614.805,804.637,1864.928
股息,322.909,645.818,322.909,646.918,324.009,648.018,324.009,746.989
除税及股息后盈利/(亏损),197.455,371.02,106.121,311.774,139.419,966.787,480.628,1117.939
基本每股盈利(仙),89.000000,173.000000,73.000000,163.000000,79.000000,274.000000,137.000000,317.000000
摊薄每股盈利(仙),89.000000,173.000000,73.000000,163.000000,79.000000,274.000000,137.000000,317.000000
每股股息(仙),55.000000,110.000000,55.000000,110.000000,55.000000,110.000000,55.000000,126.800000
销售成本,-4636.194,-9530.216,-3937.428,-10777.191,-5385.824,-12091.17,-5743.417,-15000.776
折旧,-57.645,-123.197,-59.206,-128.286,-63.837,-148.069,-66.108,-116.816
销售及分销费用,-996.955,-1994.31,-941.225,-1981.763,-957.633,-1937.059,-911.131,-1923.385
一般及行政费用,-75.145,-155.253,-72.312,-148.818,-62.227,-147.247,-65.681,-150.841
利息费用/融资成本,-2.615,-9.011,-4.411,-13.689,-9.442,-20.474,-6.617,-2.844
毛利,1647.26,3277.061,1531.696,3254.111,1579.085,3831.538,1798.941,4214.154
经营盈利,645.359,1289.317,558.372,1212.152,593.749,1976.211,978.26,2308.755
应占联营公司盈利,-24.54,-54.273,-31.352,-79.103,-46.517,-21.793,-5.195,-0.259
币种,港币,港币,港币,港币,港币,港币,港币,港币
