报告期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30
报表类型,一季报,年报,三季报,中报,一季报,年报,三季报,中报
营业额,31606.754,124026.202,92995.787,55538.673,28968.982,115144.692,85447.65,51012.851
除税前盈利/(亏损),4024.287,11486.232,12519.254,5173.837,2419.822,10212.902,10479.078,5039.086
税项,-846.567,-2844.783,-2927.601,-1253.054,-610.832,-2454.221,-2391.003,-1244.765
除税后盈利/(亏损),3177.72,8641.449,9591.653,3920.783,1808.99,7758.681,8088.075,3794.321
少数股东权益,549.518,1397.128,1313.145,580.053,342.59,949.522,861.367,326.08
股东应占盈利/(亏损),2628.202,7244.321,8278.508,3340.73,1466.4,6809.159,7226.708,3468.241
股息,,1670,,,,1564.468,,
除税及股息后盈利/(亏损),2628.202,5574.321,8278.508,3340.73,1466.4,5244.691,7226.708,3468.241
基本每股盈利(仙),19.000000,53.790000,62.000000,25.320000,11.000000,55.380000,59.000000,28.210000
摊薄每股盈利(仙),--,53.790000,--,25.320000,--,55.380000,--,28.210000
每股股息(仙),--,11.497000,--,--,--,10.771000,--,--
销售成本,-26602.726,-28409.213,-72889.066,-13629.016,-23435.307,-21981.934,-64269.665,-9727.175
折旧,--,-13485.673,--,-6484.406,--,-13366.796,--,-6620.314
销售及分销费用,-1498.159,-4496.533,-4674.386,-2166.118,-1528.115,-3893.265,-4239.408,-2067.576
一般及行政费用,-1092.113,-1727.042,-2984.453,-649.263,-925.965,-1401.882,-2982.468,-520.892
利息费用/融资成本,--,-3055.064,-66.338,-1592.41,-496.915,-7468.985,-4636.962,-3281.987
毛利,5004.028,95616.989,20106.721,41909.657,5533.675,93162.758,20969.015,41285.676
经营盈利,4017.148,11755.712,12304.15,5807.705,2372.211,17532.575,9634.357,7996.872
应占联营公司盈利,124.259,-604.671,-306.567,-513.836,-153.77,-211.188,467.816,161.897
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
