报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
经营业务所得之现金流入净额,-3218,-246,843,954,1670,874,-576,-1764
投资活动之现金流入净额,-604,-466,-786,-1391,2569,4078,-640,-596
融资活动之现金流入净额,258,-1704,-474,47,-2130,-1070,1254,2032
现金及现金等价物增加,-3563,-2415,-416,-390,2109,3883,38,-328
会计年初之现金及现金等价物,5832,5832,6389,6389,4392,4392,4383,4383
会计年终之现金及现金等价物,2410,3491,5832,5967,6389,8278,4392,4019
外汇兑换率变动之影响,141,74,-141,-32,-112,4,-29,-37
购置固定资产款项,-260,-242,-92,-64,-144,-57,-268,-154
币种,港币,港币,港币,港币,港币,港币,港币,港币
