报告期,2017-12-31,2016-12-31,2015-12-31
报表类型,年报,年报,年报
经营业务所得之现金流入净额,76.2,67.277,76.351
投资活动之现金流入净额,3.947,-13.322,-33.8
融资活动之现金流入净额,-58.327,-25.297,-167.272
现金及现金等价物增加,21.82,28.658,-124.721
会计年初之现金及现金等价物,94.251,65.591,190.31
会计年终之现金及现金等价物,116.071,94.251,65.591
外汇兑换率变动之影响,--,0.002,0.002
购置固定资产款项,-2.032,-13.324,-33.8
币种,人民币,人民币,人民币
