报告期,2016-12-31,2015-12-31,2014-12-31
报表类型,年报,年报,年报
经营业务所得之现金流入净额,2261.571,1141.203,-1757.423
投资活动之现金流入净额,6.469,18.133,-222.799
融资活动之现金流入净额,138.397,-4.642,2044.074
现金及现金等价物增加,2406.437,1154.694,63.852
会计年初之现金及现金等价物,2757.158,1602.464,1538.612
会计年终之现金及现金等价物,5163.595,2757.158,1602.464
外汇兑换率变动之影响,--,--,--
购置固定资产款项,-170.915,-122.932,-134.4
币种,人民币,人民币,人民币
