报告期,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30,2013-12-31
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
经营业务所得之现金流入净额,8.971,38.839,19.791,10.349,-1.766,42.229,20.133,26.871
投资活动之现金流入净额,3.041,4.29,2.767,-117.888,4.563,7.746,4.667,4.767
融资活动之现金流入净额,-6.4,-12.8,-6.399,-14.4,-2.558,-14.4,-7.999,-7.68
现金及现金等价物增加,5.612,30.329,16.159,-121.939,0.239,35.575,16.801,23.958
会计年初之现金及现金等价物,372.251,340.457,340.457,463.808,464.069,429.46,429.46,404.539
会计年终之现金及现金等价物,377.916,367.251,355.868,340.457,465.014,463.808,444.561,429.46
外汇兑换率变动之影响,0.053,-3.535,-0.748,-1.412,0.706,-1.227,-1.7,0.963
购置固定资产款项,-0.584,-2.427,-1.112,-129.297,-1.628,-3.159,-0.704,-2.533
币种,港币,港币,港币,港币,港币,港币,港币,港币
