报告期,2017-12-31,2016-12-31,2015-12-31
报表类型,年报,年报,年报
经营业务所得之现金流入净额,-0.746,5.255,33.227
投资活动之现金流入净额,12.08,12.167,-18.139
融资活动之现金流入净额,-14.136,-36.995,-21.752
现金及现金等价物增加,-2.802,-19.573,-6.664
会计年初之现金及现金等价物,25.691,48.345,60.403
会计年终之现金及现金等价物,23.767,25.691,48.345
外汇兑换率变动之影响,0.878,-3.081,-5.394
购置固定资产款项,-0.594,--,--
币种,港币,港币,港币
