报告期,2017-09-30,2017-03-31,2016-09-30,2016-03-31
报表类型,中报,年报,中报,年报
经营业务所得之现金流入净额,-9.175,9.358,19.106,6.662
投资活动之现金流入净额,-0.757,4.703,2.318,-2.625
融资活动之现金流入净额,-25,-10,0,-5
现金及现金等价物增加,-34.932,4.061,21.424,-0.963
会计年初之现金及现金等价物,58.619,54.558,54.558,55.521
会计年终之现金及现金等价物,23.687,58.619,75.982,54.558
外汇兑换率变动之影响,--,--,--,--
购置固定资产款项,-0.838,-1.204,-0.577,-1.155
币种,港币,港币,港币,港币
