报告期,2018-03-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31
报表类型,一季报,三季报,中报,一季报,年报,三季报,中报,一季报
经营业务所得之现金流入净额,-411.897287,545.9901,9.656,128.615029,223.955,5723.130361,642.12,131.187007
投资活动之现金流入净额,284.111694,-2439.987818,-1780.495,5.620006,-78.992,-1973.33519,-90.062,-11.78911
融资活动之现金流入净额,-1567.569912,5976.310971,5201.243,812.801677,1271.242,51.02327,3874.685,-186.70326
现金及现金等价物增加,-1695.355505,4082.313253,3430.404,947.036712,1416.205,3800.818441,4426.743,-67.305363
会计年初之现金及现金等价物,9846.707526,7520.362354,7520.362,7520.362354,6104.157,6104.157065,6104.157,6104.157065
会计年终之现金及现金等价物,8151.352021,11602.675607,10950.766,8467.399066,7520.362,9904.975506,10530.9,6036.851702
外汇兑换率变动之影响,--,--,--,--,--,--,--,--
购置固定资产款项,-4.116682,-89.900995,-80.359,-60.918898,-107.255,-74.48328,-31.215,-11.794695
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
