报告期,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30,2013-12-31
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
经营业务所得之现金流入净额,-107.511,-70.288,51.132,70.766,28.919,39.251,11.746,53.694
投资活动之现金流入净额,-123.417,-455.189,0.995,-13.739,23.468,-70.231,-3.628,-281.289
融资活动之现金流入净额,174.156,117.777,-0.899,17.759,18.895,-0.978,-0.501,14.873
现金及现金等价物增加,-56.772,-407.7,51.228,74.786,71.282,-31.958,7.617,-212.722
会计年初之现金及现金等价物,147.547,555.247,555.247,480.461,480.461,512.419,512.419,725.141
会计年终之现金及现金等价物,89.758,147.547,606.475,555.247,551.743,480.461,520.036,512.419
外汇兑换率变动之影响,-1.017,--,--,--,--,--,--,--
购置固定资产款项,-163.005,-435.477,-0.058,-92.122,-53.935,-72.056,-4.53,-283.383
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
