报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
营业额,15974.316,7691.322,15177.171,7555.713,15830.72,7564.308,14358.609,6708.231
除税前盈利/(亏损),400.887,185.954,441.617,191.492,430.36,179.119,430.216,179.281
税项,-77.94,-35.78,-84.541,-36.391,-73.637,-26.868,-111.856,-47.308
除税后盈利/(亏损),322.947,150.174,357.076,155.101,356.723,152.251,318.36,131.973
少数股东权益,0.457,0.635,0.666,-0.632,-0.339,-0.795,0.227,-0.24
股东应占盈利/(亏损),322.49,149.539,356.41,155.733,357.062,153.046,318.133,132.213
股息,,,,,,,,
除税及股息后盈利/(亏损),322.49,149.539,356.41,155.733,357.062,153.046,318.133,132.213
基本每股盈利(仙),48.000000,22.000000,53.000000,23.000000,54.000000,23.000000,55.000000,26.000000
摊薄每股盈利(仙),48.000000,22.000000,53.000000,23.000000,54.000000,23.000000,55.000000,26.000000
每股股息(仙),--,--,--,--,--,--,--,--
销售成本,-13974.148,-6688.566,-13321.491,-6639.243,-13796.603,-6635.971,-12382.017,-5768.13
折旧,-65.599,-33.547,-61.93,-46.122,-92.165,-41.404,-90.148,-37.547
销售及分销费用,-1068.995,-552.07,-1043.639,-556.115,-1141.452,-525.861,-1091.629,-519.894
一般及行政费用,-353.423,-160.621,-319.673,-164.489,-341.487,-166.148,-332.981,-168.124
利息费用/融资成本,-182.741,-85.437,-111.201,-52.925,-168.448,-62.316,-116.996,-58.442
毛利,2000.168,1002.756,1855.68,916.47,2034.117,928.337,1976.592,940.101
经营盈利,400.887,185.954,441.617,191.492,430.36,179.119,430.216,179.281
应占联营公司盈利,-3.286,0.785,-0.657,-0.546,0.067,--,--,--
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
