报告期,2017-12-31,2016-12-31,2015-12-31,2014-12-31
报表类型,年报,年报,年报,年报
经营业务所得之现金流入净额,-4238.955,-1659.917,7356.744,-13332.202
投资活动之现金流入净额,-2249.869,266.377,-2110.462,-1276.009
融资活动之现金流入净额,6338.62,13552.502,-3741.347,14530.874
现金及现金等价物增加,-150.204,12158.962,1504.935,-77.337
会计年初之现金及现金等价物,14689.689,2530.727,1025.792,1103.129
会计年终之现金及现金等价物,14539.485,14689.689,2530.727,1025.792
外汇兑换率变动之影响,--,--,--,--
购置固定资产款项,-683.867,-1117.097,-694.506,-1271.528
币种,人民币,人民币,人民币,人民币
