报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31
报表类型,年报,中报,年报,中报,年报
经营业务所得之现金流入净额,22.505,3.701,1.604,-10.353,21.851
投资活动之现金流入净额,-2.383,-8.353,1.305,7.451,-30.225
融资活动之现金流入净额,-3.276,7.033,-13.671,-3.948,3.356
现金及现金等价物增加,16.846,2.381,-10.762,-6.85,-5.018
会计年初之现金及现金等价物,4.624,4.624,15.386,15.386,20.404
会计年终之现金及现金等价物,21.47,7.005,4.624,8.536,15.386
外汇兑换率变动之影响,--,--,--,--,--
购置固定资产款项,-5.283,-6.25,-5.782,-1.482,-3.11
币种,港币,港币,港币,港币,港币
