报告期,2017-12-31,2016-12-31,2015-12-31
报表类型,年报,年报,年报
经营业务所得之现金流入净额,6.281,5.273,6.848
投资活动之现金流入净额,-1.34,-0.855,-2.448
融资活动之现金流入净额,-5.787,6.492,0.203
现金及现金等价物增加,-0.846,10.91,4.603
会计年初之现金及现金等价物,20.193,9.14,4.512
会计年终之现金及现金等价物,18.958,20.193,9.14
外汇兑换率变动之影响,-0.389,0.143,0.025
购置固定资产款项,-0.903,-0.771,-2.087
币种,人民币,人民币,人民币
