报告期,2017-09-30,2017-03-31,2016-09-30,2016-03-31,2015-03-31
报表类型,中报,年报,中报,年报,年报
经营业务所得之现金流入净额,3.093,9.101,1.475,17.065,14.213
投资活动之现金流入净额,-0.142,-1.285,0.003,-0.103,-0.147
融资活动之现金流入净额,-0.053,-2.709,0,-22.771,-3.799
现金及现金等价物增加,2.898,5.107,1.478,-5.809,10.267
会计年初之现金及现金等价物,11.276,6.169,6.169,11.978,1.711
会计年终之现金及现金等价物,14.174,11.276,7.647,6.169,11.978
外汇兑换率变动之影响,--,--,--,--,--
购置固定资产款项,-0.066,-0.478,-0.009,-0.093,-0.139
币种,港币,港币,港币,港币,港币
