报告期,2017-03-31,2016-03-31,2015-03-31
报表类型,年报,年报,年报
经营业务所得之现金流入净额,28.901,21.604,36.306
投资活动之现金流入净额,-2.517,-12.835,-8.023
融资活动之现金流入净额,-0.001,-0.002,-36.758
现金及现金等价物增加,26.383,8.767,-8.475
会计年初之现金及现金等价物,13.435,4.668,13.143
会计年终之现金及现金等价物,39.818,13.435,4.668
外汇兑换率变动之影响,--,--,--
购置固定资产款项,-2.635,-12.535,-5.517
币种,港币,港币,港币
