报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
经营业务所得之现金流入净额,79.902,-11.282,13.259,-141.303,51.235,61.332,173.256,-22.223
投资活动之现金流入净额,229.217,286.693,-297.346,-403.968,-21.764,-20.016,-12.7,-14.875
融资活动之现金流入净额,-58.724,-27.578,-105.572,78.802,585.306,-75.444,-178.898,14.596
现金及现金等价物增加,250.395,270.397,-389.659,-466.469,614.777,-34.128,-18.342,-22.502
会计年初之现金及现金等价物,374.596,374.596,754.664,754.664,127.163,127.163,145.505,145.505
会计年终之现金及现金等价物,610.242,637.164,374.596,285.241,754.664,93.035,127.163,123.003
外汇兑换率变动之影响,-14.749,-7.829,9.591,-2.954,12.724,--,--,--
购置固定资产款项,-87.608,-36.654,-8.878,-5.262,-3.03,-1.267,-4.048,-2.065
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
