报告期,2017-09-30,2017-03-31,2016-09-30,2016-03-31,2015-09-30,2015-03-31,2014-09-30,2014-03-31
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
经营业务所得之现金流入净额,-1221.697,458.249,649.503,-2785.235,-2868.487,-3247.236,-1323.598,-1787.955
投资活动之现金流入净额,2.294,-14.793,-54.997,-1.231,2.249,-10.352,-3.557,-18.459
融资活动之现金流入净额,1343.151,-308.033,-562.275,1183.573,1297.362,4818.959,1344.704,1829.173
现金及现金等价物增加,123.748,135.423,32.231,-1602.893,-1568.876,1561.371,17.549,22.759
会计年初之现金及现金等价物,304.762,169.339,169.339,1772.232,1772.232,210.861,210.861,188.102
会计年终之现金及现金等价物,428.51,304.762,201.57,169.339,203.356,1772.232,228.41,210.861
外汇兑换率变动之影响,--,--,--,--,--,--,--,--
购置固定资产款项,-5.244,-23.497,-7.779,-9.485,-2.444,-20.284,-3.452,-28.986
币种,港币,港币,港币,港币,港币,港币,港币,港币
