报告期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30
报表类型,一季报,年报,三季报,中报,一季报,年报,三季报,中报
利息收入,55421,230910,170136,113133,56626,203918,149416,98050
利息支出,-39680,-144358,-107163,-72018,-35946,-109234,-78527,-50612
净利息收入,15741,86552,62973,41115,20680,94684,70889,47438
其他经营收入,9079,2413,5516,1685,2868,3002,988,978
经营收入,36748,141947,105941,68703,36229,154051,116381,76534
经营支出,-18475,-47245,-57017,-18314,-18666,-52424,-66395,-21446
总准备,,-34140,-24646,-17139,,-41378,-30665,-20762
其他盈利/(亏损),0,0,24646,1201,,,30665,855
除税前盈利/(亏损),18082,60562,49163,34451,17582,60249,49953,35181
税项,-2957,-9640,-8056,-5837,-3076,-11471,-10064,-7479
除税后盈利/(亏损),15125,50922,41107,28614,14506,48778,39889,27702
少数股东权益,183,1109,864,526,307,935,726,479
股东应占盈利/(亏损),14942,49813,40243,28088,14199,47843,39163,27223
股息,,7662,,4378,,10216,,4196
除税及股息后盈利/(亏损),14942,42151,40243,23710,14199,37627,39163,23027
基本每股营利(仙),41.000000,135.000000,110.000000,77.000000,39.000000,131.000000,107.000000,75.000000
摊薄每股盈利(仙),41.000000,135.000000,110.000000,77.000000,39.000000,131.000000,107.000000,75.000000
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
