报告期,2017-09-30,2017-03-31,2016-09-30,2016-03-31,2015-09-30,2015-03-31,2014-09-30,2014-03-31
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
经营业务所得之现金流入净额,42.691,58.196,-40.43,-448.383,-874.861,-801.786,-867.673,237.669
投资活动之现金流入净额,-264.085,64.731,102.107,887.352,1463.147,469.253,446.039,311.379
融资活动之现金流入净额,208.268,119.935,65.371,-522.436,-569.795,-211.378,-186.886,-725.101
现金及现金等价物增加,-13.126,242.862,127.048,-83.467,18.491,-543.911,-608.52,-176.053
会计年初之现金及现金等价物,406.563,178.784,178.784,269.027,269.027,803.606,814.145,1004.514
会计年终之现金及现金等价物,383.359,406.563,296.175,178.784,251.519,269.027,219.109,803.606
外汇兑换率变动之影响,-10.078,-15.083,-9.657,-6.776,-35.999,9.332,13.484,-24.855
购置固定资产款项,-0.98,-22.714,-28.756,-44.241,-2.153,-15.406,-1.218,-52.917
币种,港币,港币,港币,港币,港币,港币,港币,港币
