报告期,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30,2013-12-31
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
经营业务所得之现金流入净额,22.93,-195.708,-139.08,21.138,-182.777,61.367,-105.414,-237.325
投资活动之现金流入净额,-1.193,-119.928,-37.816,-148.689,45.826,-94.429,-92.349,37.742
融资活动之现金流入净额,-241.741,210.312,-100.169,276.518,-49.074,-53.475,-61.34,311.759
现金及现金等价物增加,-220.004,-105.324,-277.065,148.967,-186.025,-86.537,-259.103,112.176
会计年初之现金及现金等价物,604.843,736.107,736.107,600.299,600.299,695.72,695.72,584.783
会计年终之现金及现金等价物,383.425,604.843,452.818,736.107,414.301,600.299,430.362,695.72
外汇兑换率变动之影响,-1.414,-25.94,-6.224,-13.159,0.027,-8.884,-6.255,-1.239
购置固定资产款项,-7.554,-24.043,-26.878,-243.503,-9.073,-33.744,-19.72,-31.719
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
