报告期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30
报表类型,一季报,年报,三季报,中报,一季报,年报,三季报,中报
营业额,32922.913,207043.882,140666.03,86825.745,33592.333,224137.964,147059.682,92321.137
除税前盈利/(亏损),1959.229,15399.315,9984.028,5640.785,1933.727,16934.579,11648.192,7557.331
税项,-424.901,-2387.765,-1731.756,-1036.781,-434.441,-3024.67,-2270.881,-1482.948
除税后盈利/(亏损),1534.328,13011.55,8252.272,4604.004,1499.286,13909.909,9377.311,6074.383
少数股东权益,263.628,2212.994,1443.064,931.462,347.298,2614.313,1857.27,1279.61
股东应占盈利/(亏损),1270.7,10798.556,6809.208,3672.542,1151.988,11295.596,7520.041,4794.773
股息,,4304.83,,,,6026.761,,
除税及股息后盈利/(亏损),1270.7,6493.726,6809.208,3672.542,1151.988,5268.835,7520.041,4794.773
基本每股盈利(仙),4.000000,38.000000,24.000000,13.000000,4.000000,41.000000,29.000000,18.000000
摊薄每股盈利(仙),4.000000,37.000000,24.000000,12.000000,4.000000,41.000000,29.000000,18.000000
每股股息(仙),--,15.000000,--,--,--,21.000000,--,--
销售成本,-25440.878,-161378.75,-108954.917,-68242.146,-26175.386,-179109.812,-113937.45,-71678.953
折旧,--,-5432.34,--,-2722.18,--,-5097.695,--,-2478.66
销售及分销费用,-1166.107,-7217.634,-4542.486,-2815.874,-1076.257,-7249.871,-4915.228,-3178.659
一般及行政费用,-4335.847,-24872.609,-15728.436,-10368.87,-4355.03,-22426.597,-15288.262,-9987.283
利息费用/融资成本,-271.648,-1437.137,-1107.216,-594.915,-236.32,-1264.203,-914.47,-608.618
毛利,7482.035,45665.132,31711.113,18583.599,7416.947,45028.152,32173.148,20642.184
经营盈利,1634.476,15399.315,9335.666,5640.785,1568.425,16934.579,10773.32,7557.331
应占联营公司盈利,65.051,401.743,--,184.032,80.202,264.107,361.797,234.938
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
