报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
经营业务所得之现金流入净额,-2.747,-3.732,-8.307,-4.876,-7.732,-4.394,-3.982,-2.281
投资活动之现金流入净额,-0.208,-0.002,2.448,1.14,9.958,8.423,-1.13,-0.263
融资活动之现金流入净额,4.946,4.946,0,0,0,0,0,0
现金及现金等价物增加,1.991,1.212,-5.859,-3.736,2.226,4.029,-5.112,-2.544
会计年初之现金及现金等价物,0.291,0.291,5.474,5.474,3.588,3.588,9.055,9.055
会计年终之现金及现金等价物,2.251,1.503,0.291,1.738,5.474,7.617,3.588,6.511
外汇兑换率变动之影响,-0.031,--,0.676,--,-0.34,--,-0.355,--
购置固定资产款项,-0.009,--,-0.032,--,-0.005,--,-0.002,--
币种,美元,美元,美元,美元,美元,美元,美元,美元
