报告期,2017-09-30,2017-03-31,2016-09-30,2016-03-31,2015-03-31
报表类型,中报,年报,中报,年报,年报
经营业务所得之现金流入净额,-5.669,-3.899,-3.46,13.817,9.447
投资活动之现金流入净额,-10.164,-0.033,-0.033,-0.019,0.06
融资活动之现金流入净额,52.786,0.604,2.35,-16.352,-1.056
现金及现金等价物增加,36.953,-3.328,-1.143,-2.554,8.451
会计年初之现金及现金等价物,0.56,3.888,3.888,6.442,-2.009
会计年终之现金及现金等价物,37.513,0.56,2.745,3.888,6.442
外汇兑换率变动之影响,--,--,--,--,--
购置固定资产款项,-1.302,-0.033,-0.033,-0.058,--
币种,港币,港币,港币,港币,港币
