报告期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30
报表类型,一季报,年报,三季报,中报,一季报,年报,三季报,中报
营业额,26228.77030334,100491.6181787,62991.98313883,40992.81417916001,23198.67053029,98443.66511602,63344.67709556,41600.921174309995
除税前盈利/(亏损),2575.89488336,6232.96599542,3659.8082625700004,3085.77772024,2415.82425963,12483.0607932,8706.07860115,5920.325345890001
税项,-488.93491306,-1189.57953889,-766.46538804,-656.83191099,-457.07530204,-1929.10614872,-1493.55568844,-992.07064457
除税后盈利/(亏损),2086.9599703,5043.38645653,2893.3428745300002,2428.94580925,1958.74895759,10553.95464448,7212.522912709999,4928.25470132
少数股东权益,5.96900629,16.08845879,13.86212117,9.190359789999999,4.06080255,2.79576027,3.93999556,2.65318633
股东应占盈利/(亏损),2080.99096401,5027.29799774,2879.48075336,2419.75544946,1954.6881550399999,10551.158884209999,7208.582917149999,4925.6015149899995
股息,,1551.63573,,,,3194.54415,,
除税及股息后盈利/(亏损),2080.99096401,3475.6622677399996,2879.48075336,2419.75544946,1954.6881550399999,7356.61473421,7208.582917149999,4925.6015149899995
基本每股盈利(仙),22.800000,55.000000,31.550000,27.000000,21.000000,116.000000,78.980000,54.000000
摊薄每股盈利(仙),--,--,--,--,--,--,--,--
每股股息(仙),--,17.000000,--,--,--,35.000000,--,--
销售成本,-20866.925482029998,-81966.90361883999,-51610.98442955,-33044.50162579,-18155.90653752,-74360.22352310001,-47500.80426399,-30897.584888970003
折旧,--,-3108.46325127,--,-1473.00459501,--,-2471.60878396,--,-1167.07741046
销售及分销费用,-1170.42605898,-4406.39776223,-2669.12232206,-1569.4257966199998,-783.47543308,-3175.4244112600004,-2074.43040351,-1402.24835996
一般及行政费用,-625.05016349,-4963.03873075,-3349.9326067399998,-2309.98123774,-1265.96469085,-4574.69689373,-2870.43097911,-1906.80598558
利息费用/融资成本,-213.59268631,-218.29886585,-137.87526413,-85.82831927,-58.42032148,-17.125249989999997,-35.808898909999996,-34.930213259999995
毛利,5361.84482131,18524.71455986,11380.99870928,7948.3125533699995,5042.76399277,24079.492120220002,13498.7691369,9165.848770569999
经营盈利,2547.04160219,5854.15240962,3325.79966213,2797.78029267,2280.66122416,12276.47926671,8551.39899487,5814.16009194
应占联营公司盈利,--,--,--,--,--,--,--,--
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
