报告期,2017-12-31,2016-12-31,2015-12-31
报表类型,年报,年报,年报
经营业务所得之现金流入净额,-2.269,3.187,0.402
投资活动之现金流入净额,-1.253,-0.918,-4.826
融资活动之现金流入净额,42.623,14.112,-0.397
现金及现金等价物增加,39.101,16.381,-4.821
会计年初之现金及现金等价物,19.062,2.681,7.502
会计年终之现金及现金等价物,58.163,19.062,2.681
外汇兑换率变动之影响,--,--,--
购置固定资产款项,-1.043,-1.512,-1.613
币种,港币,港币,港币
